symbol Prdm16s-Bulk_1 Ctrl-Bulk_1 L-MEP_1 Ctrl-MEP_1 Prdm16s-Bulk_2 Ctrl-Bulk_2 L-MEP_2 Ctrl-MEP_2 Prdm16s-Bulk_3 Ctrl-Bulk_3 L-MEP_3 Ctrl-MEP_3
1700003G13Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700003G18Rik 0.0 0.0 0.4345518496 0.0 0.0 0.1741831469 0.0 0.0 0.0 0.0 0.0 0.0
1700003H04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700003I22Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700003L19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700003M07Rik 0.1322372481 0.0 0.6594926557999999 0.0 0.0 0.0 0.0 0.0 0.1019201357 0.0 0.0 0.0
1700003P14Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700006A11Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700006E09Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700006F04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700006H21Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700007F19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700007G11Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700007J10Rik 0.0 0.1205339249 0.0 0.0 0.0 0.0 0.1101271276 0.0 0.21237183980000002 0.0 0.0 0.2514813393
1700007K09Rik 0.0 0.19809643579999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1879059349 0.0 0.0
1700007K13Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700007L15Rik 6.3520790573 5.736575769500001 6.2516517761 4.742901627 4.9604031334 5.7827872052 5.2412846615 9.5430150849 0.0 6.2917044777 6.723934369099999 7.1064519302999996
1700007P06Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700008C04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700008J07Rik 2.5804478630000003 1.6518896869 0.6277654187 0.485601359 1.1427079998 1.1545363189 2.1129736966999997 1.3273272595 0.0 1.4102216795 0.0 1.608363796
1700008K24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700008O03Rik 2.0162188545 0.4409874554 1.8730409030000001 0.3535522917 0.0 1.6596154937 0.8058259417 0.5905707821 7.7698720327999995 0.9760382921999999 0.0 0.15334564650000002
1700008P02Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700009C05Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700009J07Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700009N14Rik 0.0 0.0 0.21348823039999998 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700010B08Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700010D01Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700010I02Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700010I14Rik 4.8237672555 3.1494165244 4.3087267116 1.9694824981 6.1001759136 1.5746943005 4.2011478992 1.5183724812000001 11.2645480138 2.9874038576 6.300130415499999 1.7084407262
1700010J16Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700010K23Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700011B04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700011C11Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700011H14Rik 0.0 0.0 0.0 0.0919983256 0.0 0.0 0.0 0.0 0.0 0.2176939366 0.0 0.0
1700011I03Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700011L22Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700011M02Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700012A03Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700012B07Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1605068803 0.1728223293 0.0 0.0
1700012B09Rik 0.0 3.3064985338 0.0 0.0 0.0 3.9997611502 0.9063054727 0.0 0.0 2.9795849733999997 0.0 0.0
1700012C14Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700012D01Rik 3.3035528352999997 0.7707233992 0.3876577651 0.0 5.3315412096 0.4661592132 3.5208989588 0.0 4.7528512185 0.5483068145000001 2.4090067019999997 0.0
1700012D14Rik 2.4334596932 1.7031884338999999 1.4277803219 0.1706868775 2.9454858033999995 1.7169086019 1.167102437 1.0691772308 0.7502229382 0.201946601 2.6617800603 1.3325712305
1700012D16Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700012H19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700012I11Rik 0.0 0.0 0.2593090921 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.6114144927 0.0
1700012P22Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700013D24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700013F07Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700013G24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700013H16Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700015F17Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700015G11Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016C15Rik 0.0 0.1787893066 0.11990304710000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016D06Rik 0.0 0.10602786269999999 0.284425597 0.0 0.0 0.4275279139 0.1937470132 0.0 0.0 0.3017206936 0.0 0.22121596829999998
1700016G22Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.7067346577
1700016H13Rik 0.48540575490000004 0.0 0.0 0.1134905348 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016K19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016L04Rik 0.0 0.14715735230000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016L21Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700016P04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700017B05Rik 4.7031026864 6.990231144400001 5.6913547058 16.9440100406 3.5579288187 8.5595447241 3.6953149992000003 16.1788092684 6.1993260591 8.338194644 7.891936236699999 12.8284020571
1700017D01Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700017G19Rik 0.0 0.0 0.0 0.0 0.0 0.0442777987 0.0 0.0 0.0 0.0 0.0 0.0
1700017J07Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.269119517 0.0 0.0
1700017L05Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2252205887 0.0 0.0
1700017N19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018A04Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018B08Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018B24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018F24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018G05Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700018L02Rik 0.9819702627 0.9664945594 1.2963375144 0.8609626778 0.7428671092 0.2598080619 0.7849317647 0.0 0.0 0.6111840194 1.3426300384 0.4481086896
1700019A02Rik 0.488244385 0.0 0.286466929 0.1712313332 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44560728549999995
1700019C18Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700019D03Rik 0.4406850711 0.257031076 0.0 0.0 0.0 0.0 0.23483923 0.0 0.0 0.12190442609999999 0.0 0.0
1700019E08Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700019G24Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700019M22Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700019N19Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020A23Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020D05Rik 0.3004212261 0.13141628130000002 0.0 0.21072040420000002 0.0 0.0 0.36020973159999997 0.1319945983 0.0 0.124655949 0.0 0.0
1700020D14Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020G17Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020I14Rik 50.6921545142 49.2772877035 48.0634731315 51.844293317600005 46.0486487781 45.386573103900005 54.1852484365 49.3204761252 41.7359336688 47.07037605 32.425945602 57.3582015641
1700020L24Rik 9.0424852939 4.6028164337 0.4823167682 0.1153190611 8.9550994269 7.655826390700001 0.2628383218 0.7223549712 12.164731981700001 9.960023714 8.9917274861 0.3001028657
1700020M21Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020N01Rik 0.0 0.0 0.0 0.0 0.0 0.30535405579999997 0.0 0.0 0.0 0.0 0.0 0.0
1700020N15Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1700020N18Rik 1.3991281051 0.4896277536 0.0 0.0 1.6935197169 0.0 0.4473537068 0.24589121690000001 0.2156719507 0.0 0.0 0.0
1700021F05Rik 31.1924548893 29.9738878779 38.6031732143 47.344510228000004 37.136737489699996 47.5027312555 50.2757317632 97.65660039069999 21.9392171761 43.1430352641 5.593295071 80.7385320657
1700021F07Rik 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
